date_local,sleep_time_local,wake_time_local,sleep_source,wake_source,timezone,utc_offset,confidence,notes
2026-04-29,05:10:00,11:35:37,user-correction-voice,user-voice,Asia/Tashkent,+05:00,high,User explicitly corrected sleep message time to 05:10 local.
